h,position_center_log_v,position_scale_log_v,current_log_v_median,residual_median,weight_mean,weight_p05,weight_p50,weight_p95,below_one_fraction,above_one_fraction,at_min_fraction,at_max_fraction
36,-4.178448677062988,0.5443952083587646,-4.059761047363281,0.21801739931106567,1.002321481704712,0.730383038520813,1.0218017101287842,1.2000000476837158,0.37572254335260113,0.6242774566473989,0.0,0.06358381502890173
37,-4.175515651702881,0.55363529920578,-4.035493850708008,0.25291386246681213,0.9984936118125916,0.7180529236793518,1.0252914428710938,1.2000000476837158,0.3930635838150289,0.6069364161849711,0.0,0.06358381502890173
38,-4.162215232849121,0.5427921414375305,-4.00532341003418,0.28904542326927185,1.0022401809692383,0.7000465393066406,1.0289045572280884,1.2000000476837158,0.3786127167630058,0.6213872832369942,0.0,0.05491329479768786
39,-4.138887405395508,0.557781457901001,-3.961564302444458,0.3179078698158264,1.003962755203247,0.7167489528656006,1.0317907333374023,1.181626319885254,0.3352601156069364,0.6647398843930635,0.002890173410404624,0.03757225433526012
40,-4.131114959716797,0.5493626594543457,-3.968111276626587,0.296714186668396,0.995859682559967,0.716127872467041,1.0296714305877686,1.1835261583328247,0.3786127167630058,0.6213872832369942,0.005780346820809248,0.03757225433526012
41,-4.116494178771973,0.5509294271469116,-3.909733772277832,0.3752938210964203,1.010353684425354,0.7523788213729858,1.037529468536377,1.1866734027862549,0.3208092485549133,0.6791907514450867,0.0,0.03757225433526012
42,-4.105739593505859,0.5316959023475647,-3.8650941848754883,0.4525999426841736,1.0116477012634277,0.7328817844390869,1.045259952545166,1.1998226642608643,0.3236994219653179,0.6763005780346821,0.002890173410404624,0.05202312138728324
43,-4.086400032043457,0.5407372117042542,-3.9102835655212402,0.32569676637649536,1.0047231912612915,0.7377506494522095,1.0325696468353271,1.1993151903152466,0.3670520231213873,0.6329479768786127,0.0,0.05202312138728324
44,-4.058130264282227,0.5580273270606995,-3.8710947036743164,0.33517298102378845,1.009411334991455,0.7215204834938049,1.0335173606872559,1.2000000476837158,0.37283236994219654,0.6271676300578035,0.0,0.0838150289017341
45,-4.0260820388793945,0.5815363526344299,-3.8263649940490723,0.3434298038482666,1.0146242380142212,0.734973669052124,1.0343430042266846,1.2000000476837158,0.32947976878612717,0.6705202312138728,0.002890173410404624,0.10404624277456648
46,-3.997006416320801,0.6162674427032471,-3.7396798133850098,0.4175567030906677,1.0197285413742065,0.7533809542655945,1.0417556762695312,1.2000000476837158,0.3208092485549133,0.6791907514450867,0.0,0.10982658959537572
47,-3.9545934200286865,0.6463114023208618,-3.7080044746398926,0.3815325200557709,1.0194517374038696,0.7822718620300293,1.0381532907485962,1.2000000476837158,0.34104046242774566,0.6589595375722543,0.0,0.10982658959537572
48,-3.900028705596924,0.6837436556816101,-3.7076845169067383,0.28131020069122314,1.0184143781661987,0.7741202712059021,1.0281310081481934,1.2000000476837158,0.34104046242774566,0.6589595375722543,0.0,0.10404624277456648
49,-3.8441481590270996,0.7200005650520325,-3.5861144065856934,0.35837993025779724,1.0252892971038818,0.7782905101776123,1.0358378887176514,1.2000000476837158,0.34104046242774566,0.6589595375722543,0.0,0.12427745664739884
