tag,cycle,value,wall_time
train/actor/q_weight,60,0.44999998807907104,1785350691.3542714
train/actor/q_weight,61,0.44999998807907104,1785350775.8302224
train/actor/q_weight,62,0.44999998807907104,1785350860.310246
train/actor/q_weight,63,0.44999998807907104,1785350945.3125606
train/actor/q_weight,64,0.44999998807907104,1785351031.4777508
train/actor/q_weight,65,0.44999998807907104,1785351119.3362951
train/actor/q_weight,66,0.44999998807907104,1785351207.0420887
train/actor/q_weight,67,0.44999998807907104,1785351291.5533764
train/actor/q_weight,68,0.44999998807907104,1785351378.635723
train/actor/q_weight,69,0.44999998807907104,1785351464.8172977
train/actor/q_weight,70,0.44999998807907104,1785351631.12646
train/actor/q_weight,71,0.44999998807907104,1785351718.002866
train/actor/q_weight,72,0.44999998807907104,1785351802.825223
train/actor/q_weight,73,0.44999998807907104,1785351890.065033
train/actor/q_weight,74,0.44999998807907104,1785351977.7414985
train/actor/q_weight,75,0.44999998807907104,1785352064.057137
train/actor/q_weight,76,0.44999998807907104,1785352150.588366
train/actor/q_weight,77,0.44999998807907104,1785352238.0935163
train/actor/q_weight,78,0.44999998807907104,1785352324.48463
train/actor/q_weight,79,0.44999998807907104,1785352410.6460247
train/actor/q_weight,80,0.44999998807907104,1785352577.8557858
train/actor/q_weight,81,0.44999998807907104,1785352662.544347
train/actor/q_weight,82,0.44999998807907104,1785352745.7251472
train/actor/q_weight,83,0.44999998807907104,1785352828.719868
train/actor/q_weight,84,0.44999998807907104,1785352916.5986693
train/actor/q_weight,85,0.44999998807907104,1785353003.0902987
train/actor/q_weight,86,0.44999998807907104,1785353089.109631
train/actor/q_weight,87,0.44999998807907104,1785353174.7796245
train/actor/q_weight,88,0.44999998807907104,1785353260.1697886
train/actor/q_weight,89,0.44999998807907104,1785353344.2240303
train/actor/q_weight,90,0.44999998807907104,1785353514.497085
train/actor/q_weight,91,0.44999998807907104,1785353599.110617
train/actor/q_weight,92,0.44999998807907104,1785353686.398058
train/actor/q_weight,93,0.44999998807907104,1785353771.4061904
train/actor/q_weight,94,0.44999998807907104,1785353860.347863
train/actor/q_weight,95,0.44999998807907104,1785353946.229045
train/actor/q_weight,96,0.44999998807907104,1785354030.5052235
train/actor/q_weight,97,0.44999998807907104,1785354116.6640382
train/actor/q_weight,98,0.44999998807907104,1785354200.2886343
train/actor/q_weight,99,0.44999998807907104,1785354286.5997474
train/actor/q_weight,100,0.44999998807907104,1785354453.663159
train/actor/q_value_0,14,0.008096747100353241,1785346417.1579666
train/actor/q_value_0,15,0.021679071709513664,1785346504.0295863
train/actor/q_value_0,16,0.02371549792587757,1785346589.3817325
train/actor/q_value_0,17,0.02278873138129711,1785346675.9516432
train/actor/q_value_0,18,0.0204725731164217,1785346762.3439677
train/actor/q_value_0,19,0.02060268633067608,1785346848.5651882
train/actor/q_value_0,20,0.020221345126628876,1785347004.0494676
train/actor/q_value_0,21,0.01770951971411705,1785347089.2905562
train/actor/q_value_0,22,0.014426521956920624,1785347172.435413
train/actor/q_value_0,23,0.013157740235328674,1785347257.2563188
train/actor/q_value_0,24,0.012342870235443115,1785347343.4049306
train/actor/q_value_0,25,0.012048956006765366,1785347426.593243
train/actor/q_value_0,26,0.009712488390505314,1785347511.828384
train/actor/q_value_0,27,0.008300673216581345,1785347595.177655
train/actor/q_value_0,28,0.007105323486030102,1785347677.0155764
train/actor/q_value_0,29,0.006378301419317722,1785347759.2734184
train/actor/q_value_0,30,0.004311239812523127,1785347912.366601
train/actor/q_value_0,31,0.0053434791043400764,1785347997.5720413
train/actor/q_value_0,32,0.007549368776381016,1785348081.8527193
train/actor/q_value_0,33,0.008392972871661186,1785348166.3432438
train/actor/q_value_0,34,0.007989149540662766,1785348251.1178296
train/actor/q_value_0,35,0.008753356523811817,1785348335.2881854
train/actor/q_value_0,36,0.009920715354382992,1785348418.8281977
train/actor/q_value_0,37,0.011161422356963158,1785348502.579804
train/actor/q_value_0,38,0.011834957636892796,1785348588.7220693
train/actor/q_value_0,39,0.011682369746267796,1785348672.436467
train/actor/q_value_0,40,0.011736080050468445,1785348831.1411793
train/actor/q_value_0,41,0.011460453271865845,1785348917.7882366
train/actor/q_value_0,42,0.011163238435983658,1785349004.03122
train/actor/q_value_0,43,0.012835965491831303,1785349086.2854042
train/actor/q_value_0,44,0.012548190541565418,1785349170.5664837
train/actor/q_value_0,45,0.012926308438181877,1785349256.9061832
train/actor/q_value_0,46,0.014276819303631783,1785349342.0757048
train/actor/q_value_0,47,0.015035723336040974,1785349427.5557938
train/actor/q_value_0,48,0.017698543146252632,1785349512.2162871
train/actor/q_value_0,49,0.017397304996848106,1785349596.361141
train/actor/q_value_0,50,0.018292546272277832,1785349758.1999722
train/actor/q_value_0,51,0.019240397959947586,1785349842.0819683
train/actor/q_value_0,52,0.01877707988023758,1785349927.7807496
train/actor/q_value_0,53,0.018839795142412186,1785350014.1424007
train/actor/q_value_0,54,0.018229728564620018,1785350099.6480734
train/actor/q_value_0,55,0.019675523042678833,1785350184.6891706
train/actor/q_value_0,56,0.018824908882379532,1785350270.4505281
train/actor/q_value_0,57,0.018888844177126884,1785350355.592179
train/actor/q_value_0,58,0.019628014415502548,1785350441.0139966
train/actor/q_value_0,59,0.0188306774944067,1785350527.143701
train/actor/q_value_0,60,0.018375404179096222,1785350691.353967
train/actor/q_value_0,61,0.019122956320643425,1785350775.8301692
train/actor/q_value_0,62,0.020778845995664597,1785350860.310225
train/actor/q_value_0,63,0.021993489935994148,1785350945.3125381
train/actor/q_value_0,64,0.02515360899269581,1785351031.4776983
train/actor/q_value_0,65,0.02884659916162491,1785351119.3362198
train/actor/q_value_0,66,0.030006080865859985,1785351207.042035
train/actor/q_value_0,67,0.029679451137781143,1785351291.5533233
train/actor/q_value_0,68,0.030313357710838318,1785351378.6356695
train/actor/q_value_0,69,0.03012995421886444,1785351464.8172421
train/actor/q_value_0,70,0.028047163039445877,1785351631.1258438
train/actor/q_value_0,71,0.027742819860577583,1785351718.0028143
train/actor/q_value_0,72,0.027738094329833984,1785351802.825204
train/actor/q_value_0,73,0.027626845985651016,1785351890.0649793
train/actor/q_value_0,74,0.026443297043442726,1785351977.741445
train/actor/q_value_0,75,0.025721222162246704,1785352064.0570831
train/actor/q_value_0,76,0.022972967475652695,1785352150.5883129
train/actor/q_value_0,77,0.020921194925904274,1785352238.093464
train/actor/q_value_0,78,0.019972745329141617,1785352324.4845774
train/actor/q_value_0,79,0.018291721120476723,1785352410.6459723
train/actor/q_value_0,80,0.01835891604423523,1785352577.8552272
train/actor/q_value_0,81,0.017489813268184662,1785352662.5442936
train/actor/q_value_0,82,0.017501574009656906,1785352745.7250946
train/actor/q_value_0,83,0.017378386110067368,1785352828.7198489
train/actor/q_value_0,84,0.019496386870741844,1785352916.5986311
train/actor/q_value_0,85,0.021692773327231407,1785353003.0902457
train/actor/q_value_0,86,0.023266972973942757,1785353089.1095772
train/actor/q_value_0,87,0.025101589038968086,1785353174.779591
train/actor/q_value_0,88,0.02844584733247757,1785353260.1697364
train/actor/q_value_0,89,0.03108968213200569,1785353344.2239766
train/actor/q_value_0,90,0.03650571405887604,1785353514.4965148
train/actor/q_value_0,91,0.04140862450003624,1785353599.110564
train/actor/q_value_0,92,0.04568057507276535,1785353686.3980026
train/actor/q_value_0,93,0.04916900396347046,1785353771.406138
train/actor/q_value_0,94,0.0487205944955349,1785353860.347809
train/actor/q_value_0,95,0.05062123388051987,1785353946.2289913
train/actor/q_value_0,96,0.049584146589040756,1785354030.505169
train/actor/q_value_0,97,0.048452042043209076,1785354116.6639843
train/actor/q_value_0,98,0.04672884941101074,1785354200.2885816
train/actor/q_value_0,99,0.045905254781246185,1785354286.599694
train/actor/q_value_0,100,0.0446651428937912,1785354453.6625426
train/actor/q_value_1,14,0.0035567996092140675,1785346417.158013
train/actor/q_value_1,15,0.02097923681139946,1785346504.0296135
train/actor/q_value_1,16,0.022522037848830223,1785346589.381759
train/actor/q_value_1,17,0.021110089495778084,1785346675.9516692
train/actor/q_value_1,18,0.018705083057284355,1785346762.343994
train/actor/q_value_1,19,0.01888393610715866,1785346848.5652146
train/actor/q_value_1,20,0.018920963630080223,1785347004.0494936
train/actor/q_value_1,21,0.016676178202033043,1785347089.2905831
train/actor/q_value_1,22,0.01312662847340107,1785347172.435439
train/actor/q_value_1,23,0.011610925197601318,1785347257.2563455
train/actor/q_value_1,24,0.01090732216835022,1785347343.4049573
train/actor/q_value_1,25,0.01057401578873396,1785347426.593275
train/actor/q_value_1,26,0.008555445820093155,1785347511.8284106
train/actor/q_value_1,27,0.006964690983295441,1785347595.177682
train/actor/q_value_1,28,0.005869734100997448,1785347677.0156026
train/actor/q_value_1,29,0.005290613509714603,1785347759.2734456
train/actor/q_value_1,30,0.0029075858183205128,1785347912.366627
train/actor/q_value_1,31,0.003917064052075148,1785347997.572054
train/actor/q_value_1,32,0.006325363647192717,1785348081.852745
train/actor/q_value_1,33,0.0071781352162361145,1785348166.34327
train/actor/q_value_1,34,0.006353621371090412,1785348251.1178608
train/actor/q_value_1,35,0.006662208586931229,1785348335.2882118
train/actor/q_value_1,36,0.007919804193079472,1785348418.828224
train/actor/q_value_1,37,0.008999227546155453,1785348502.5798302
train/actor/q_value_1,38,0.009799620136618614,1785348588.7220957
train/actor/q_value_1,39,0.009603620506823063,1785348672.4364934
train/actor/q_value_1,40,0.009581606835126877,1785348831.1412058
train/actor/q_value_1,41,0.009303147904574871,1785348917.788263
train/actor/q_value_1,42,0.008957304060459137,1785349004.0312467
train/actor/q_value_1,43,0.010493187233805656,1785349086.28543
train/actor/q_value_1,44,0.01009957306087017,1785349170.5665095
train/actor/q_value_1,45,0.010263168253004551,1785349256.9062107
train/actor/q_value_1,46,0.011349914595484734,1785349342.075731
train/actor/q_value_1,47,0.011935731396079063,1785349427.5558202
train/actor/q_value_1,48,0.014471344649791718,1785349512.2163131
train/actor/q_value_1,49,0.013849826529622078,1785349596.3611672
train/actor/q_value_1,50,0.014377367682754993,1785349758.1999986
train/actor/q_value_1,51,0.015011493116617203,1785349842.0819943
train/actor/q_value_1,52,0.014369793236255646,1785349927.780776
train/actor/q_value_1,53,0.014429481700062752,1785350014.1424263
train/actor/q_value_1,54,0.014100289903581142,1785350099.6480992
train/actor/q_value_1,55,0.01548616960644722,1785350184.689197
train/actor/q_value_1,56,0.014569622464478016,1785350270.4505544
train/actor/q_value_1,57,0.014506816864013672,1785350355.5922055
train/actor/q_value_1,58,0.01522001251578331,1785350441.0140226
train/actor/q_value_1,59,0.01471253577619791,1785350527.1437273
train/actor/q_value_1,60,0.013995705172419548,1785350691.353993
train/actor/q_value_1,61,0.01473524235188961,1785350775.8301961
train/actor/q_value_1,62,0.01663130521774292,1785350860.3102355
train/actor/q_value_1,63,0.017516624182462692,1785350945.3125494
train/actor/q_value_1,64,0.020075026899576187,1785351031.477724
train/actor/q_value_1,65,0.023028282448649406,1785351119.3362515
train/actor/q_value_1,66,0.024485241621732712,1785351207.042062
train/actor/q_value_1,67,0.023871280252933502,1785351291.5533502
train/actor/q_value_1,68,0.024443479254841805,1785351378.6356964
train/actor/q_value_1,69,0.0242654699832201,1785351464.8172705
train/actor/q_value_1,70,0.02239689975976944,1785351631.1258707
train/actor/q_value_1,71,0.02205645851790905,1785351718.00284
train/actor/q_value_1,72,0.02186800353229046,1785351802.8252134
train/actor/q_value_1,73,0.02172120101749897,1785351890.0650058
train/actor/q_value_1,74,0.02078031376004219,1785351977.7414718
train/actor/q_value_1,75,0.01955772005021572,1785352064.0571094
train/actor/q_value_1,76,0.017472099512815475,1785352150.5883398
train/actor/q_value_1,77,0.01568511873483658,1785352238.0934901
train/actor/q_value_1,78,0.015347269363701344,1785352324.4846032
train/actor/q_value_1,79,0.013829856179654598,1785352410.6459982
train/actor/q_value_1,80,0.013872567564249039,1785352577.8552537
train/actor/q_value_1,81,0.0130351847037673,1785352662.5443206
train/actor/q_value_1,82,0.013206232339143753,1785352745.725121
train/actor/q_value_1,83,0.012965448200702667,1785352828.7198584
train/actor/q_value_1,84,0.01483907736837864,1785352916.5986497
train/actor/q_value_1,85,0.01681079901754856,1785353003.0902717
train/actor/q_value_1,86,0.018678128719329834,1785353089.109604
train/actor/q_value_1,87,0.02043457143008709,1785353174.7796075
train/actor/q_value_1,88,0.02283693477511406,1785353260.1697628
train/actor/q_value_1,89,0.025899849832057953,1785353344.224003
train/actor/q_value_1,90,0.030769269913434982,1785353514.4965425
train/actor/q_value_1,91,0.03514663502573967,1785353599.11059
train/actor/q_value_1,92,0.03937927633523941,1785353686.39803
train/actor/q_value_1,93,0.04243526607751846,1785353771.4061642
train/actor/q_value_1,94,0.042537301778793335,1785353860.347836
train/actor/q_value_1,95,0.04399607330560684,1785353946.2290182
train/actor/q_value_1,96,0.042975425720214844,1785354030.5051968
train/actor/q_value_1,97,0.04143233597278595,1785354116.6640115
train/actor/q_value_1,98,0.039977140724658966,1785354200.288608
train/actor/q_value_1,99,0.038883231580257416,1785354286.599721
train/actor/q_value_1,100,0.03803878650069237,1785354453.6625698
train/actor/q_pi,14,0.008096747100353241,1785346417.1579108
train/actor/q_pi,15,0.021679071709513664,1785346504.029559
train/actor/q_pi,16,0.02371549792587757,1785346589.3817053
train/actor/q_pi,17,0.02278873138129711,1785346675.9516163
train/actor/q_pi,18,0.0204725731164217,1785346762.343942
train/actor/q_pi,19,0.02060268633067608,1785346848.5651615
train/actor/q_pi,20,0.020221345126628876,1785347004.04944
train/actor/q_pi,21,0.01770951971411705,1785347089.2905295
train/actor/q_pi,22,0.014426521956920624,1785347172.4353864
train/actor/q_pi,23,0.013157740235328674,1785347257.2562919
train/actor/q_pi,24,0.012342870235443115,1785347343.4049034
train/actor/q_pi,25,0.012048956006765366,1785347426.5932117
train/actor/q_pi,26,0.009712488390505314,1785347511.828357
train/actor/q_pi,27,0.008300673216581345,1785347595.1776278
train/actor/q_pi,28,0.007105323486030102,1785347677.0155497
train/actor/q_pi,29,0.006378301419317722,1785347759.2733924
train/actor/q_pi,30,0.004311239812523127,1785347912.3665745
train/actor/q_pi,31,0.0053434791043400764,1785347997.5720284
train/actor/q_pi,32,0.007549368776381016,1785348081.8526912
train/actor/q_pi,33,0.008392972871661186,1785348166.3432171
train/actor/q_pi,34,0.007989149540662766,1785348251.1177979
train/actor/q_pi,35,0.008753356523811817,1785348335.2881591
train/actor/q_pi,36,0.009920715354382992,1785348418.828171
train/actor/q_pi,37,0.011161422356963158,1785348502.5797772
train/actor/q_pi,38,0.011834957636892796,1785348588.722042
train/actor/q_pi,39,0.011682369746267796,1785348672.4364402
train/actor/q_pi,40,0.011736080050468445,1785348831.1411495
train/actor/q_pi,41,0.011460453271865845,1785348917.7882102
train/actor/q_pi,42,0.011163238435983658,1785349004.0311928
train/actor/q_pi,43,0.012835965491831303,1785349086.285377
train/actor/q_pi,44,0.012548190541565418,1785349170.5664573
train/actor/q_pi,45,0.012926308438181877,1785349256.9061556
train/actor/q_pi,46,0.014276819303631783,1785349342.075679
train/actor/q_pi,47,0.015035723336040974,1785349427.5557668
train/actor/q_pi,48,0.017698543146252632,1785349512.2162607
train/actor/q_pi,49,0.017397304996848106,1785349596.3611147
train/actor/q_pi,50,0.018292546272277832,1785349758.1999445
train/actor/q_pi,51,0.019240397959947586,1785349842.0819414
train/actor/q_pi,52,0.01877707988023758,1785349927.7807229
train/actor/q_pi,53,0.018839795142412186,1785350014.1423733
train/actor/q_pi,54,0.018229728564620018,1785350099.6480474
train/actor/q_pi,55,0.019675523042678833,1785350184.689144
train/actor/q_pi,56,0.018824908882379532,1785350270.4505014
train/actor/q_pi,57,0.018888844177126884,1785350355.592152
train/actor/q_pi,58,0.019628014415502548,1785350441.0139704
train/actor/q_pi,59,0.0188306774944067,1785350527.143674
train/actor/q_pi,60,0.018375404179096222,1785350691.3539405
train/actor/q_pi,61,0.019122956320643425,1785350775.8301427
train/actor/q_pi,62,0.020778845995664597,1785350860.3102143
train/actor/q_pi,63,0.021993489935994148,1785350945.3125272
train/actor/q_pi,64,0.02515360899269581,1785351031.4776719
train/actor/q_pi,65,0.02884659916162491,1785351119.3361928
train/actor/q_pi,66,0.030006080865859985,1785351207.0420094
train/actor/q_pi,67,0.029679451137781143,1785351291.5532966
train/actor/q_pi,68,0.030313357710838318,1785351378.6356432
train/actor/q_pi,69,0.03012995421886444,1785351464.8172147
train/actor/q_pi,70,0.028047163039445877,1785351631.125817
train/actor/q_pi,71,0.027742819860577583,1785351718.0027878
train/actor/q_pi,72,0.027738094329833984,1785351802.8251944
train/actor/q_pi,73,0.027626845985651016,1785351890.0649521
train/actor/q_pi,74,0.026443297043442726,1785351977.7414172
train/actor/q_pi,75,0.025721222162246704,1785352064.057056
train/actor/q_pi,76,0.022972967475652695,1785352150.5882852
train/actor/q_pi,77,0.020921194925904274,1785352238.0934372
train/actor/q_pi,78,0.019972745329141617,1785352324.4845512
train/actor/q_pi,79,0.018291721120476723,1785352410.6459453
train/actor/q_pi,80,0.01835891604423523,1785352577.8551998
train/actor/q_pi,81,0.017489813268184662,1785352662.5442674
train/actor/q_pi,82,0.017501574009656906,1785352745.7250679
train/actor/q_pi,83,0.017378386110067368,1785352828.7198389
train/actor/q_pi,84,0.019496386870741844,1785352916.598612
train/actor/q_pi,85,0.021692773327231407,1785353003.0902185
train/actor/q_pi,86,0.023266972973942757,1785353089.1095505
train/actor/q_pi,87,0.025101589038968086,1785353174.7795746
train/actor/q_pi,88,0.02844584733247757,1785353260.1697097
train/actor/q_pi,89,0.03108968213200569,1785353344.2239504
train/actor/q_pi,90,0.03650571405887604,1785353514.4964867
train/actor/q_pi,91,0.04140862450003624,1785353599.1105378
train/actor/q_pi,92,0.04568057507276535,1785353686.397976
train/actor/q_pi,93,0.04916900396347046,1785353771.4061112
train/actor/q_pi,94,0.0487205944955349,1785353860.347782
train/actor/q_pi,95,0.05062123388051987,1785353946.2289639
train/actor/q_pi,96,0.049584146589040756,1785354030.505141
train/actor/q_pi,97,0.048452042043209076,1785354116.6639578
train/actor/q_pi,98,0.04672884941101074,1785354200.2885506
train/actor/q_pi,99,0.045905254781246185,1785354286.5996668
train/actor/q_pi,100,0.0446651428937912,1785354453.6625154
train/critic/q_data,14,0.005793548654764891,1785346417.158984
train/critic/q_data,15,0.01991293579339981,1785346504.0303535
train/critic/q_data,16,0.022055884823203087,1785346589.3825028
train/critic/q_data,17,0.02117994800209999,1785346675.9523895
train/critic/q_data,18,0.019807327538728714,1785346762.3447216
train/critic/q_data,19,0.01966097205877304,1785346848.5659544
train/critic/q_data,20,0.01954268291592598,1785347004.0502336
train/critic/q_data,21,0.01692279987037182,1785347089.2913465
train/critic/q_data,22,0.014000977389514446,1785347172.4358304
train/critic/q_data,23,0.012259124778211117,1785347257.2567368
train/critic/q_data,24,0.011171421967446804,1785347343.405681
train/critic/q_data,25,0.010534287430346012,1785347426.5940542
train/critic/q_data,26,0.008607367053627968,1785347511.828777
train/critic/q_data,27,0.006651168689131737,1785347595.178438
train/critic/q_data,28,0.005874501541256905,1785347677.0163488
train/critic/q_data,29,0.005506914108991623,1785347759.274179
train/critic/q_data,30,0.0038903290405869484,1785347912.367375
train/critic/q_data,31,0.0045063006691634655,1785347997.572694
train/critic/q_data,32,0.006875114049762487,1785348081.853534
train/critic/q_data,33,0.007469512522220612,1785348166.3439937
train/critic/q_data,34,0.007139206863939762,1785348251.1186135
train/critic/q_data,35,0.008091099560260773,1785348335.2889724
train/critic/q_data,36,0.008819797076284885,1785348418.8289855
train/critic/q_data,37,0.00946100428700447,1785348502.5802467
train/critic/q_data,38,0.010068211704492569,1785348588.7228615
train/critic/q_data,39,0.009906455874443054,1785348672.437259
train/critic/q_data,40,0.009802374057471752,1785348831.1419382
train/critic/q_data,41,0.009536458179354668,1785348917.7889998
train/critic/q_data,42,0.009831918403506279,1785349004.0319953
train/critic/q_data,43,0.011055785231292248,1785349086.2860203
train/critic/q_data,44,0.01032332330942154,1785349170.5670962
train/critic/q_data,45,0.01064828597009182,1785349256.906984
train/critic/q_data,46,0.011207878589630127,1785349342.0764904
train/critic/q_data,47,0.011600032448768616,1785349427.5565586
train/critic/q_data,48,0.013449756428599358,1785349512.2170439
train/critic/q_data,49,0.01333445031195879,1785349596.361786
train/critic/q_data,50,0.013467042706906796,1785349758.2004786
train/critic/q_data,51,0.014066977426409721,1785349842.0824294
train/critic/q_data,52,0.013818463310599327,1785349927.7815063
train/critic/q_data,53,0.013655664399266243,1785350014.1432235
train/critic/q_data,54,0.013274885714054108,1785350099.6487145
train/critic/q_data,55,0.013700454495847225,1785350184.6899617
train/critic/q_data,56,0.01386713795363903,1785350270.4511998
train/critic/q_data,57,0.013498475775122643,1785350355.592682
train/critic/q_data,58,0.013935012742877007,1785350441.014786
train/critic/q_data,59,0.013299800455570221,1785350527.144466
train/critic/q_data,60,0.012901930138468742,1785350691.3544598
train/critic/q_data,61,0.013520720414817333,1785350775.8309734
train/critic/q_data,62,0.014764955267310143,1785350860.3108723
train/critic/q_data,63,0.01517809834331274,1785350945.3131347
train/critic/q_data,64,0.01718628779053688,1785351031.478463
train/critic/q_data,65,0.01937992498278618,1785351119.3370252
train/critic/q_data,66,0.02151661552488804,1785351207.0428205
train/critic/q_data,67,0.021390097215771675,1785351291.554067
train/critic/q_data,68,0.022230014204978943,1785351378.6364331
train/critic/q_data,69,0.021563518792390823,1785351464.8180223
train/critic/q_data,70,0.02001935988664627,1785351631.1266487
train/critic/q_data,71,0.019464831799268723,1785351718.0035748
train/critic/q_data,72,0.01917749084532261,1785351802.825785
train/critic/q_data,73,0.01926405355334282,1785351890.0654464
train/critic/q_data,74,0.01834750920534134,1785351977.7422245
train/critic/q_data,75,0.017801553010940552,1785352064.0578663
train/critic/q_data,76,0.016077663749456406,1785352150.588763
train/critic/q_data,77,0.014713911339640617,1785352238.0942502
train/critic/q_data,78,0.014107149094343185,1785352324.4853332
train/critic/q_data,79,0.012935153208673,1785352410.6467478
train/critic/q_data,80,0.01228313148021698,1785352577.8559742
train/critic/q_data,81,0.012024128809571266,1785352662.5450604
train/critic/q_data,82,0.011891034431755543,1785352745.7258756
train/critic/q_data,83,0.012368487194180489,1785352828.7204278
train/critic/q_data,84,0.013754479587078094,1785352916.5995548
train/critic/q_data,85,0.015321949496865273,1785353003.0910327
train/critic/q_data,86,0.016929786652326584,1785353089.1103482
train/critic/q_data,87,0.01874140277504921,1785353174.7802715
train/critic/q_data,88,0.01998705230653286,1785353260.1704934
train/critic/q_data,89,0.022228054702281952,1785353344.2247553
train/critic/q_data,90,0.026627477258443832,1785353514.4972782
train/critic/q_data,91,0.03048412688076496,1785353599.1113348
train/critic/q_data,92,0.03379080444574356,1785353686.3987818
train/critic/q_data,93,0.036291733384132385,1785353771.4069197
train/critic/q_data,94,0.03741319477558136,1785353860.3485875
train/critic/q_data,95,0.03767403960227966,1785353946.2294943
train/critic/q_data,96,0.03849995881319046,1785354030.505704
train/critic/q_data,97,0.037191323935985565,1785354116.664743
train/critic/q_data,98,0.03550625592470169,1785354200.289161
train/critic/q_data,99,0.034376103430986404,1785354286.600488
train/critic/q_data,100,0.03362945094704628,1785354453.663359
train/actor/grad_norm,14,1.0892552137374878,1785346417.1577249
train/actor/grad_norm,15,0.7534509897232056,1785346504.029448
train/actor/grad_norm,16,0.7278745770454407,1785346589.3815987
train/actor/grad_norm,17,0.7300053834915161,1785346675.9515095
train/actor/grad_norm,18,0.783068835735321,1785346762.3438091
train/actor/grad_norm,19,0.6296032071113586,1785346848.5650547
train/actor/grad_norm,20,0.7398881912231445,1785347004.049334
train/actor/grad_norm,21,0.7140436768531799,1785347089.2904212
train/actor/grad_norm,22,0.6976003646850586,1785347172.4352796
train/actor/grad_norm,23,0.6778329610824585,1785347257.2561853
train/actor/grad_norm,24,0.7041416168212891,1785347343.4047947
train/actor/grad_norm,25,0.749890923500061,1785347426.5930834
train/actor/grad_norm,26,0.7175043225288391,1785347511.8282487
train/actor/grad_norm,27,0.7738469839096069,1785347595.1775212
train/actor/grad_norm,28,0.915971040725708,1785347677.0154436
train/actor/grad_norm,29,0.922539472579956,1785347759.2732694
train/actor/grad_norm,30,1.054614782333374,1785347912.3664684
train/actor/grad_norm,31,1.1654763221740723,1785347997.5719776
train/actor/grad_norm,32,1.257084608078003,1785348081.852581
train/actor/grad_norm,33,1.363295316696167,1785348166.3431108
train/actor/grad_norm,34,1.4871858358383179,1785348251.1176767
train/actor/grad_norm,35,1.6318913698196411,1785348335.2880523
train/actor/grad_norm,36,1.7126880884170532,1785348418.8280647
train/actor/grad_norm,37,1.7909971475601196,1785348502.57967
train/actor/grad_norm,38,1.930277943611145,1785348588.721937
train/actor/grad_norm,39,2.025254487991333,1785348672.4363327
train/actor/grad_norm,40,2.1712088584899902,1785348831.1410444
train/actor/grad_norm,41,2.284849166870117,1785348917.7881029
train/actor/grad_norm,42,2.4215238094329834,1785349004.0310836
train/actor/grad_norm,43,2.5294675827026367,1785349086.2852697
train/actor/grad_norm,44,2.638564348220825,1785349170.5663524
train/actor/grad_norm,45,2.749953508377075,1785349256.9060469
train/actor/grad_norm,46,2.886124849319458,1785349342.075572
train/actor/grad_norm,47,3.016054630279541,1785349427.5556593
train/actor/grad_norm,48,3.1228625774383545,1785349512.2161539
train/actor/grad_norm,49,3.2113640308380127,1785349596.3610072
train/actor/grad_norm,50,3.2959933280944824,1785349758.1998343
train/actor/grad_norm,51,3.412468671798706,1785349842.0818355
train/actor/grad_norm,52,3.428558349609375,1785349927.7806177
train/actor/grad_norm,53,3.4399755001068115,1785350014.1422672
train/actor/grad_norm,54,3.456247329711914,1785350099.647923
train/actor/grad_norm,55,3.4171321392059326,1785350184.6890376
train/actor/grad_norm,56,3.428544759750366,1785350270.4503922
train/actor/grad_norm,57,3.4215760231018066,1785350355.5920465
train/actor/grad_norm,58,3.402742862701416,1785350441.0138478
train/actor/grad_norm,59,3.4205548763275146,1785350527.1435661
train/actor/grad_norm,60,3.4306488037109375,1785350691.3538363
train/actor/grad_norm,61,3.4402668476104736,1785350775.8300354
train/actor/grad_norm,62,3.4278666973114014,1785350860.310171
train/actor/grad_norm,63,3.4048335552215576,1785350945.3124819
train/actor/grad_norm,64,3.3710148334503174,1785351031.477564
train/actor/grad_norm,65,3.3572213649749756,1785351119.3360844
train/actor/grad_norm,66,3.353431463241577,1785351207.041902
train/actor/grad_norm,67,3.3530335426330566,1785351291.553188
train/actor/grad_norm,68,3.350984811782837,1785351378.635537
train/actor/grad_norm,69,3.352414608001709,1785351464.8171043
train/actor/grad_norm,70,3.3400778770446777,1785351631.12571
train/actor/grad_norm,71,3.3335556983947754,1785351718.002662
train/actor/grad_norm,72,3.32663893699646,1785351802.8251548
train/actor/grad_norm,73,3.3331799507141113,1785351890.0648448
train/actor/grad_norm,74,3.3370015621185303,1785351977.7413082
train/actor/grad_norm,75,3.3563857078552246,1785352064.0569472
train/actor/grad_norm,76,3.3822202682495117,1785352150.5881777
train/actor/grad_norm,77,3.3847169876098633,1785352238.0933285
train/actor/grad_norm,78,3.4050662517547607,1785352324.4844441
train/actor/grad_norm,79,3.4142613410949707,1785352410.645836
train/actor/grad_norm,80,3.4206526279449463,1785352577.8550928
train/actor/grad_norm,81,3.4131624698638916,1785352662.544161
train/actor/grad_norm,82,3.4241068363189697,1785352745.7249618
train/actor/grad_norm,83,3.408276319503784,1785352828.719791
train/actor/grad_norm,84,3.406744956970215,1785352916.598534
train/actor/grad_norm,85,3.404341220855713,1785353003.090112
train/actor/grad_norm,86,3.4062743186950684,1785353089.1094432
train/actor/grad_norm,87,3.396031618118286,1785353174.7795076
train/actor/grad_norm,88,3.3564205169677734,1785353260.1695998
train/actor/grad_norm,89,3.365455150604248,1785353344.223841
