run,step,success_pct,approx_kl,clip_pct,grad_norm,step_min,success_roll5_pct,success_roll10_pct
Original GRPO,88,96.484375,0.0096,14.499999999999998,18.166,23.58333333333333,96.171875,95.234375
Original GRPO,89,96.484375,0.093,13.900000000000002,27.468,23.808333333333334,96.171875,95.8203125
Original GRPO,90,94.921875,0.064,14.499999999999998,20.217,23.938333333333333,95.78125,95.9765625
Original GRPO,91,98.046875,0.013,19.5,12.607,23.66166666666667,96.09375,96.40625
Original GRPO,92,97.65625,0.011,18.9,19.078,23.576666666666664,96.71875,96.40625
Original GRPO,93,97.265625,0.07,15.5,18.852,23.24833333333333,96.875,96.5234375
Original GRPO,94,94.921875,0.072,17.599999999999998,34.105,23.605,96.5625,96.3671875
Original GRPO,95,94.921875,0.061,19.9,30.384,23.563333333333333,96.5625,96.171875
Original GRPO,96,91.40625,0.032,8.3,16.397,23.775,95.234375,95.6640625
Original GRPO,97,97.65625,0.053,8.5,18.763,23.65833333333333,95.234375,95.9765625
Original GRPO,98,96.484375,0.0096,14.7,14.085,23.57,95.078125,95.9765625
Original GRPO,99,95.703125,0.06,14.7,28.208,23.815,95.234375,95.8984375
Original GRPO,100,98.4375,0.036,14.2,10.472,24.023333333333333,95.9375,96.25
