h,position_center_log_v,position_scale_log_v,current_log_v_median,residual_p05,residual_median,residual_p95,weight_p05,weight_mean,weight_p50,weight_p95,at_min_fraction,at_max_fraction
38,-4.082340240478516,0.5241249203681946,-3.8148836033987386,-1.0714833796024323,0.5102918148040771,2.0,0.4642583101987839,1.2346680602340987,1.2551459074020386,2.0,0.0,0.056818181818181816
39,-4.077535629272461,0.5068864226341248,-3.841395771819669,-1.0686899363994598,0.46586351096630096,2.0,0.46565503180027007,1.2354753563801448,1.2329317927360535,2.0,0.003787878787878788,0.06060606060606061
40,-4.060407638549805,0.5176986455917358,-3.8453438797717796,-1.09825296998024,0.41542254388332367,2.0,0.4508735150098801,1.2184376865625381,1.2077112793922424,2.0,0.003787878787878788,0.08333333333333333
41,-4.050026893615723,0.5215879678726196,-3.88648633252907,-1.0700083196163177,0.3135436624288559,2.0,0.46499584019184115,1.1837329069773357,1.1567718386650085,2.0,0.003787878787878788,0.06060606060606061
42,-4.0432538986206055,0.5060926675796509,-3.848433154309954,-1.1920537531375885,0.38495077192783356,1.9598343253135682,0.4039731234312058,1.1925100456133033,1.192475438117981,1.979917162656784,0.0,0.045454545454545456
43,-4.0302629470825195,0.4955865740776062,-3.8162133144614785,-0.9428767830133438,0.43191157281398773,2.0,0.5285616040229797,1.214084737680175,1.2159557938575745,2.0,0.0,0.07954545454545454
44,-4.031032562255859,0.5224133729934692,-3.8011347766422183,-0.9976123213768006,0.44006863236427307,2.0,0.5011938095092774,1.2154686920570605,1.2200343012809753,2.0,0.003787878787878788,0.08712121212121213
45,-4.009913444519043,0.530184805393219,-3.8405165801863053,-1.0208082616329193,0.31950533390045166,2.0,0.48959586918354037,1.2250913178378886,1.159752607345581,2.0,0.003787878787878788,0.11742424242424243
46,-4.003936767578125,0.5588700175285339,-3.7782079968764735,-0.9355120569467544,0.4039022773504257,2.0,0.5322439759969712,1.253575225219582,1.2019511461257935,2.0,0.0,0.12121212121212122
47,-3.9604406356811523,0.591938316822052,-3.697757013758673,-0.977367690205574,0.44376859068870544,2.0,0.5113161504268646,1.2624660730361938,1.221884310245514,2.0,0.0,0.12878787878787878
48,-3.923677921295166,0.6455804109573364,-3.577469159778146,-0.7616576015949249,0.5362750589847565,2.0,0.6191711992025375,1.2936451719565825,1.2681375741958618,2.0,0.0,0.12878787878787878
49,-3.8645238876342773,0.6988624930381775,-3.528921211597507,-0.8378427863121033,0.4802126884460449,2.0,0.5810786366462708,1.2690584228345843,1.2401063442230225,2.0,0.0,0.12878787878787878
