step,elapsed_s,train_success,eval_success,approx_kl,clip_fraction,grad_norm,ratio_abs,policy_loss_abs,step_time_s,generate_rollouts_s,actor_training_s
28,45521,0.96875,,0.013,0.000391,21.145,0.011,6.485,1537.9,1512.3,23.153
29,47151,0.9140625,,0.028,0.000993,27.834,0.012,15.452,1629.4,1603.6,23.311
30,49151,0.93359375,0.90625,0.037,0.0027,33.209,0.02,12.501,2000.1,1599.5,23.206
31,50776,0.94140625,,0.023,0.0018,19.432,0.016,9.097,1625.4,1600.3,23.423
32,52372,0.95703125,,0.005,0.00031,11.784,0.0072,4.976,1595.8,1569.9,23.352
33,53978,0.9375,,0.015,0.000709,16.224,0.0097,6.385,1605.9,1580.2,23.178
34,55595,0.90234375,,0.019,0.0016,28.12,0.012,18.184,1617.2,1592.6,22.308
35,57556,0.953125,0.9375,0.021,0.001,16.681,0.0094,5.577,1960.4,1568.6,23.186
36,59226,0.9296875,,0.03,0.0016,25.371,0.014,11.058,1670.7,1645.7,22.939
37,60850,0.90625,,0.031,0.0011,32.927,0.015,12.901,1623.9,1598.1,23.417
38,62444,0.94921875,,0.012,0.000785,28.276,0.015,9.269,1593.9,1568.5,22.919
39,64083,0.953125,,0.025,9.72e-05,13.207,0.0093,6.577,1638.6,1613.2,23.087
40,66091,0.8984375,0.90625,0.03,0.000449,27.102,0.011,14.726,2007.9,1606.2,23.128
41,67710,0.9140625,,0.017,0.000242,28.82,0.0088,13.995,1619.6,1594.6,23.394
42,69276,0.88671875,,0.018,0.000495,29.605,0.011,18.515,1565.5,1539.1,23.855
43,70762,0.94140625,,0.022,0.0016,22.87,0.013,10.161,1486.0,1461.9,21.645
44,72172,0.8828125,,0.014,5.21e-05,16.379,0.0049,7.569,1409.9,1387.9,19.841
45,73898,0.90234375,0.9375,0.015,0.000756,27.269,0.01,12.945,1725.8,1397.3,19.866
46,75313,0.93359375,,0.0044,0.000146,24.986,0.0094,10.811,1415.7,1393.5,20.361
47,76921,0.96875,,-0.0044,0.000508,17.364,0.011,5.119,1607.3,1582.2,23.067
48,78539,0.8671875,,0.014,0.000724,22.871,0.012,10.838,1618.1,1594.6,21.287
49,80131,0.92578125,,0.024,0.0016,39.527,0.014,12.983,1592.5,1570.6,19.518
50,82029,0.88671875,0.96875,0.013,0.0013,31.618,0.017,16.437,1897.6,1487.1,22.976
51,83658,0.94921875,,0.049,0.001,30.648,0.014,9.073,1628.9,1604.9,22.428
52,85238,0.9375,,0.031,0.0024,21.068,0.015,9.188,1580.1,1556.0,22.014
53,86820,0.96875,,0.016,0.000131,10.625,0.0073,6.396,1581.8,1557.4,21.882
54,88314,0.94921875,,0.036,0.0013,26.989,0.011,10.024,1493.7,1470.5,20.763
55,90202,0.91796875,0.90625,0.011,0.000362,17.303,0.0076,10.094,1888.7,1534.3,19.694
56,91758,0.890625,,0.015,0.000273,31.489,0.011,14.472,1555.7,1534.5,19.391
57,93286,0.92578125,,0.045,0.000999,35.329,0.015,10.789,1527.9,1505.9,20.111
58,94868,0.94140625,,0.022,0.0011,26.728,0.012,11.513,1581.6,1559.9,19.733
59,96485,0.94140625,,0.0096,0.000412,20.734,0.0086,10.859,1617.1,1592.5,22.546
60,98319,0.90625,0.96875,0.034,0.0017,33.72,0.016,16.095,1834.2,1481.4,19.271
61,99802,0.98828125,,0.006,0.0,8.929,0.0053,2.709,1483.3,1460.5,21.176
62,101338,0.89453125,,0.016,0.000761,25.513,0.011,18.288,1535.7,1512.1,21.574
63,102889,0.9765625,,0.052,0.000699,18.229,0.012,4.726,1550.4,1527.7,20.371
64,104315,0.8828125,,0.026,0.000631,27.344,0.012,17.649,1426.4,1405.3,19.074
65,106051,0.91015625,0.9375,0.024,0.000577,31.737,0.012,13.731,1736.5,1397.8,22.029
66,107575,0.92578125,,0.0077,0.0015,15.606,0.015,4.948,1523.3,1499.8,21.694
67,109013,0.96875,,0.0026,0.000226,14.756,0.0045,5.399,1438.2,1412.9,22.953
68,110416,0.97265625,,0.043,0.0014,16.544,0.012,4.588,1403.3,1381.7,19.242
69,111791,0.9140625,,0.03,0.0011,36.619,0.013,15.181,1374.5,1350.2,22.398
70,113655,0.95703125,0.96875,0.0085,0.0012,19.41,0.012,7.889,1864.5,1499.3,19.63
71,115166,0.92578125,,-0.0022,0.000704,31.412,0.012,13.17,1510.8,1486.0,23.227
72,116675,0.90625,,0.031,0.0011,31.03,0.018,16.143,1508.8,1486.4,20.116
73,118107,0.9765625,,0.028,0.000486,23.845,0.014,5.371,1432.2,1411.2,19.084
74,119544,0.94140625,,0.002,0.000658,22.742,0.0097,7.55,1436.4,1415.4,19.201
75,121302,0.8984375,0.96875,0.041,0.000926,20.073,0.015,8.407,1758.1,1448.1,21.971
76,122794,0.8828125,,0.049,0.000952,28.877,0.014,11.694,1491.8,1470.9,19.214
77,124360,0.99609375,,0.025,0.000104,6.281,0.0061,0.878,1566.5,1545.6,19.047
78,125786,0.921875,,0.013,0.000508,16.037,0.0093,6.941,1425.3,1401.5,21.967
79,127303,0.87109375,,0.038,0.0019,33.857,0.021,13.125,1516.9,1494.3,20.249
80,128867,0.93359375,0.96875,0.0017,0.00042,23.805,0.0056,11.587,1563.8,1243.9,19.642
81,130147,0.9453125,,0.013,0.000149,18.064,0.011,5.111,1280.9,1260.1,19.14
