case,policy,task,outcome,marker,action_or_query_slot,description,terminal_no_metric,V,y_ln,b_position,mad_scale,r_raw,R_std,S_std,I_std
fastwam_adjust_success,fastwam,adjust_bottle,success,G,108,抬起/竖直,False,0.0016659322427585,-6.397370406077395,-8.06912292774776,0.6446397261411798,1.6717525216703644,2.5933129062297984,1.491350996377108,1.1019619098526905
fastwam_adjust_success,fastwam,adjust_bottle,success,H,116,最后执行动作,False,0.0008669627131894,-7.0505145876570285,-8.251993423157536,0.4673730538658984,1.2014788355005075,2.5707062603682824,1.491350996377108,1.0793552639911743
fastwam_adjust_success,fastwam,adjust_bottle,success,I,117,成功边界；无 future-h 指标,True,,,,,,,,
fastwam_move_success,fastwam,move_stapler_pad,success,A,0,approach,False,0.0003280681557953,-8.022289176058813,-8.321353650200457,0.234866799317324,0.2990644741416446,1.2733365252599382,0.1851301124472859,1.0882064128126523
fastwam_move_success,fastwam,move_stapler_pad,success,B,24,grasp-contact 开始,False,0.0002164846519008,-8.43799090032845,-8.321353650200457,0.234866799317324,-0.1166372501279919,-0.496610208284082,-0.6412892245546026,0.1446790162705206
fastwam_move_success,fastwam,move_stapler_pad,success,C,30,抓取接触,False,0.0001763663749443,-8.642947045120914,-8.31677591187304,0.410744469066374,-0.3261711332478736,-0.7940974445480997,-0.6412892245546026,-0.1528082199934971
fastwam_move_success,fastwam,move_stapler_pad,success,D,48,transport 开始,False,0.0001885284873424,-8.576261430705495,-8.321353650200457,0.234866799317324,-0.2549077805050377,-1.0853291365402251,-0.36904237956607,-0.7162867569741553
fastwam_move_success,fastwam,move_stapler_pad,success,E,72,搬运/旋转,False,0.0002227561926702,-8.409432686522013,-8.321353650200457,0.234866799317324,-0.088079036321556,-0.3750169737807603,-0.0516543378243652,-0.323362635956395
fastwam_move_success,fastwam,move_stapler_pad,success,F,96,place-release 开始,False,0.0002761826326604,-8.194448194923522,-8.321353650200457,0.234866799317324,0.1269054552769351,0.5403294788612313,0.576996445831499,-0.0366669669702677
fastwam_move_success,fastwam,move_stapler_pad,success,G,118,放置/释放,False,0.0009136183653026,-6.998097616043621,-8.12049835350004,0.6657951513870205,1.1224007374564184,1.6858049132952868,0.576996445831499,1.108808467463788
fastwam_move_success,fastwam,move_stapler_pad,success,H,120,verify 开始,False,0.0001651674538152,-8.70855072103581,-8.321353650200457,0.234866799317324,-0.3871970708353522,-1.648581544776866,0.347408423512213,-1.9959899682890792
fastwam_move_success,fastwam,move_stapler_pad,success,I,148,最后执行动作,False,0.0002154558314941,-8.44275462304962,-8.218208521063936,0.3386996143999994,-0.224546101985684,-0.6629653310455155,-0.6205247008607909,-0.0424406301847245
fastwam_move_success,fastwam,move_stapler_pad,success,J,149,成功边界；无 future-h 指标,True,,,,,,,,
fastwam_move_failure,fastwam,move_stapler_pad,failure,A,0,approach,False,0.0003227842098567,-8.0385265358479,-8.321353650200457,0.234866799317324,0.2828271143525569,1.2042021910914475,-0.5902237515303901,1.7944259426218376
fastwam_move_failure,fastwam,move_stapler_pad,failure,B,80,grasp-contact,False,0.0001008891049423,-9.201488605290798,-8.589951381308712,0.4488566479822248,-0.6115372239820864,-1.362433255096411,-0.1672571752517326,-1.1951760798446782
fastwam_move_failure,fastwam,move_stapler_pad,failure,C,160,place-release,False,0.0001839844189817,-8.600659477952789,-8.192450855332151,0.6595380703407776,-0.4082086226206378,-0.6189310988669994,-0.3628873989017275,-0.2560436999652718
fastwam_move_failure,fastwam,move_stapler_pad,failure,D,216,q9 开始；后段未标注,False,0.0002028700255323,-8.502945047366206,-8.321353650200457,0.234866799317324,-0.1815913971657483,-0.7731675898576184,3.142385224763465,-3.9155528146210834
fastwam_move_failure,fastwam,move_stapler_pad,failure,E,239,S 与 I 同向峰,False,0.0086434166878461,-4.750957324238017,-8.378184918926042,0.7360995425807513,3.6272275946880246,4.927631909634168,3.142385224763465,1.7852466848707027
fastwam_move_failure,fastwam,move_stapler_pad,failure,F,264,q11 开始；最高 S 区,False,0.0002074419171549,-8.480659169982662,-8.321353650200457,0.234866799317324,-0.1593055197822046,-0.6782802858694813,5.982982042541868,-6.661262328411349
fastwam_move_failure,fastwam,move_stapler_pad,failure,G,288,q12 开始,False,0.0002247644879389,-8.400457419776295,-8.321353650200457,0.234866799317324,-0.0791037695758376,-0.3368026890380622,-0.434735908405974,0.0979332193679117
fastwam_move_failure,fastwam,move_stapler_pad,failure,H,312,q13 开始,False,0.0002392684109508,-8.337924573639688,-8.321353650200457,0.234866799317324,-0.0165709234392306,-0.070554558955955,1.6009681278794887,-1.6715226868354438
fastwam_move_failure,fastwam,move_stapler_pad,failure,I,319,S 高但 I 抵消,False,0.0001854983565863,-8.592464529938072,-8.586066362694485,0.4322053966244523,-0.0063981672435868,-0.0148035339066955,1.6009681278794887,-1.6157716617861844
fastwam_move_failure,fastwam,move_stapler_pad,failure,J,399,timeout 前最后动作,False,0.0004727943160105,-7.656850111803868,-8.214514753109434,0.437491659263355,0.5576646413055659,1.2746863385797051,1.005219948961743,0.2694663896179621
fastwam_turn_success,fastwam,turn_switch,success,A,0,初始；q0,False,0.0003573412250261,-7.936819417485748,-7.929499402614871,0.2488254134182526,-0.0073200148708769,-0.0294182767359566,-0.2091841513572521,0.1797658746212955
fastwam_turn_success,fastwam,turn_switch,success,B,13,接近开关,False,0.0004177508526481,-7.780625347048204,-7.910034517336734,0.4925185653604427,0.1294091702885298,0.2627498319658743,-0.2091841513572521,0.4719339833231264
fastwam_turn_success,fastwam,turn_switch,success,C,24,q1 开始,False,0.0001887066318886,-8.575316955764313,-7.929499402614871,0.2488254134182526,-0.6458175531494419,-2.595464604187684,5.942556843786216,-8.5380214479739
fastwam_turn_success,fastwam,turn_switch,success,D,26,进入精细操作,False,0.0004665312590077,-7.670185530259003,-8.41917689903303,0.191170598067608,0.7489913687740266,3.917921355820331,5.942556843786216,-2.024635487965885
fastwam_turn_success,fastwam,turn_switch,success,E,39,query-wide S 峰,False,0.0088911401107907,-4.72269999113357,-7.911320364991875,0.4346156654572892,3.1886203738583045,7.336643906986962,5.942556843786216,1.3940870632007458
fastwam_turn_success,fastwam,turn_switch,success,F,48,q2 开始,False,0.0002578426792751,-8.263160925400975,-7.929499402614871,0.2488254134182526,-0.3336615227861035,-1.340946321368104,-0.9172329383172978,-0.4237133830508061
fastwam_turn_success,fastwam,turn_switch,success,G,52,拨动后,False,0.0001386818767059,-8.883327897392276,-8.359461830997107,0.3291122017373811,-0.5238660663951684,-1.5917552239925563,-0.9172329383172978,-0.6745222856752585
fastwam_turn_success,fastwam,turn_switch,success,H,65,最后执行动作,False,0.0001718667917884,-8.66879084173235,-8.243398816474587,0.5041072190099454,-0.4253920252577625,-0.8438522782776696,-0.9172329383172978,0.0733806600396281
fastwam_turn_success,fastwam,turn_switch,success,I,66,成功边界；无 future-h 指标,True,,,,,,,,
fastwam_turn_failure,fastwam,turn_switch,failure,A,0,初始；q0,False,0.0003428242052905,-7.978292760284052,-7.929499402614871,0.2488254134182526,-0.0487933576691812,-0.1960947517332729,0.1000685324313492,-0.2961632841646221
fastwam_turn_failure,fastwam,turn_switch,failure,B,24,q1 开始,False,0.0002816345659084,-8.174900189408156,-7.929499402614871,0.2488254134182526,-0.2454007867932848,-0.9862368293578946,3.7346628768941073,-4.720899706252002
fastwam_turn_failure,fastwam,turn_switch,failure,C,39,早期高 S 区,False,0.0039999773725867,-5.521466574481563,-7.911320364991875,0.4346156654572892,2.389853790510312,5.498775079807079,3.7346628768941073,1.7641122029129712
fastwam_turn_failure,fastwam,turn_switch,failure,D,48,q2 开始,False,0.0002324906236026,-8.366660658039613,-7.929499402614871,0.2488254134182526,-0.4371612554247424,-1.7568995442194424,0.0028601181144523,-1.7597596623338947
fastwam_turn_failure,fastwam,turn_switch,failure,E,80,未形成有效操作,False,0.0002527330070734,-8.283176930519842,-8.415364527815523,0.3868480722660249,0.1321875972956814,0.3417041644317141,-0.1295296945732498,0.4712338590049639
fastwam_turn_failure,fastwam,turn_switch,failure,F,160,长期停滞,False,0.0003597759932745,-7.930028958310925,-8.026491445229057,0.5116005455554693,0.0964624869181323,0.1885503988534616,-0.3405919883121855,0.5291423871656471
fastwam_turn_failure,fastwam,turn_switch,failure,G,239,仍未完成,False,0.0001840531767811,-8.600285832430309,-8.323918366602369,0.5324557975187127,-0.2763674658279402,-0.5190430212532854,-0.2806448390588102,-0.2383981821944751
fastwam_turn_failure,fastwam,turn_switch,failure,H,319,仍未完成,False,0.000206874217838,-8.483399587849506,-8.398072416814353,0.4866810561924032,-0.0853271710351535,-0.1753246195829338,-0.3345057184238036,0.1591810988408698
fastwam_turn_failure,fastwam,turn_switch,failure,I,360,timeout 后段,False,0.0004400812613312,-7.728551160988134,-7.929499402614871,0.2488254134182526,0.2009482416267367,0.8075872912907059,-0.2635029522991892,1.0710902435898952
fastwam_turn_failure,fastwam,turn_switch,failure,J,399,最后动作,False,0.0002170108346035,-8.435563272013452,-7.911320364991875,0.4346156654572892,-0.524242907021577,-1.2062218384833985,-0.5348056829684111,-0.6714161555149873
fastwam_pick_success,fastwam,pick_diverse_bottles,success,A,0,初始瓶子,False,0.000265900947852,-8.232386691267134,-8.006911857642011,0.1987465436293506,-0.2254748336251228,-1.1344843009980528,-0.2235590416399246,-0.910925259358128
fastwam_pick_success,fastwam,pick_diverse_bottles,success,B,21,双臂接近,False,0.0014050502795726,-6.567682189952346,-6.867978106197052,1.5269293536317026,0.3002959162447061,0.1966665422538847,-0.2235590416399246,0.4202255838938094
fastwam_pick_success,fastwam,pick_diverse_bottles,success,C,24,q1 开始,False,0.0003391697537153,-7.989009824545103,-8.006911857642011,0.1987465436293506,0.0179020330969077,0.0900746889480194,-1.1014527334092443,1.1915274223572638
fastwam_pick_success,fastwam,pick_diverse_bottles,success,D,42,建立接触,False,0.0003257110365666,-8.029499957503933,-6.886149680790124,1.1158580351732597,-1.143350276713809,-1.0246377591718294,-1.1014527334092443,0.0768149742374149
fastwam_pick_success,fastwam,pick_diverse_bottles,success,E,48,q2 开始,False,0.0003399825363885,-7.986616302294948,-8.006911857642011,0.1987465436293506,0.0202955553470634,0.102117777629951,-0.8913797664563694,0.9934975440863204
fastwam_pick_success,fastwam,pick_diverse_bottles,success,F,63,抓取/稳定,False,0.0002557539555709,-8.271294682788936,-6.926125623000299,0.7105049828663416,-1.3451690597886363,-1.893257742348144,-0.8913797664563694,-1.0018779758917746
fastwam_pick_success,fastwam,pick_diverse_bottles,success,G,72,q3 开始,False,0.0002057804522337,-8.48870071850305,-8.006911857642011,0.1987465436293506,-0.4817888608610392,-2.4241370544764997,-0.701554653636162,-1.7225824008403374
fastwam_pick_success,fastwam,pick_diverse_bottles,success,H,84,抬起,False,0.0004118623328395,-7.794821405618562,-7.1358016076052415,0.6309641745335018,-0.659019798013321,-1.044464685337423,-0.701554653636162,-0.3429100317012613
fastwam_pick_success,fastwam,pick_diverse_bottles,success,I,96,q4 开始,False,0.0001983646507142,-8.525403545750134,-8.006911857642011,0.1987465436293506,-0.5184916881081225,-2.608808579207675,-0.6553588733871404,-1.9534497058205345
fastwam_pick_success,fastwam,pick_diverse_bottles,success,J,105,最后执行动作,False,0.0003968826204072,-7.83186998495583,-7.635279284157107,0.596706983238024,-0.1965907007987226,-0.3294593599892619,-0.6553588733871404,0.3258995133978784
fastwam_pick_success,fastwam,pick_diverse_bottles,success,K,106,成功边界；无 future-h 指标,True,,,,,,,,
fastwam_pick_failure,fastwam,pick_diverse_bottles,failure,A,0,初始瓶子,False,0.0003317862283438,-8.01101968395092,-8.006911857642011,0.1987465436293506,-0.0041078263089087,-0.0206686679118784,-0.2550035658455162,0.2343348979336377
fastwam_pick_failure,fastwam,pick_diverse_bottles,failure,B,80,抓取尝试,False,0.0002379931829636,-8.343268523510917,-8.02515053523125,0.4623538432325356,-0.318117988279667,-0.6880401081032502,-0.5079975866124019,-0.1800425214908483
fastwam_pick_failure,fastwam,pick_diverse_bottles,failure,C,160,仍未完成,False,0.000987573643215,-6.920259487549426,-6.926967010906624,0.8567855679916785,0.006707523357198,0.0078287072142456,-0.0219648846496325,0.0297935918638782
fastwam_pick_failure,fastwam,pick_diverse_bottles,failure,D,168,q7：持续抬升起点,False,0.0002099507546517,-8.468637551641693,-8.006911857642011,0.1987465436293506,-0.4617256939996821,-2.323188547423347,0.3016565627963657,-2.624845110219713
fastwam_pick_failure,fastwam,pick_diverse_bottles,failure,E,216,q9：中后段,False,0.0003731105243787,-7.893635867524736,-8.006911857642011,0.1987465436293506,0.113275990117275,0.569952000415803,1.094916246411321,-0.5249642459955177
fastwam_pick_failure,fastwam,pick_diverse_bottles,failure,F,288,q12：query-wide S 高区,False,0.0005487432936206,-7.507879813019671,-8.006911857642011,0.1987465436293506,0.4990320446223402,2.510896720563867,3.3209323259416785,-0.8100356053778115
fastwam_pick_failure,fastwam,pick_diverse_bottles,failure,G,319,q13 内动作,False,0.0006607217947021,-7.322177690669597,-8.13939490642133,0.4597199332785493,0.8172172157517332,1.777641465149549,1.94375980444699,-0.1661183392974412
fastwam_pick_failure,fastwam,pick_diverse_bottles,failure,H,360,q15：后段 S 高区,False,0.0005276727024465,-7.547034346298974,-8.006911857642011,0.1987465436293506,0.4598775113430369,2.3138893534706115,3.903809001732956,-1.5899196482623448
fastwam_pick_failure,fastwam,pick_diverse_bottles,failure,I,384,q16 开始,False,0.0009090445237234,-7.003116482892404,-8.006911857642011,0.1987465436293506,1.0037953747496076,5.05063059925017,3.374709818645393,1.675920780604777
fastwam_pick_failure,fastwam,pick_diverse_bottles,failure,J,399,最后动作；timeout,False,0.0265406835824251,-3.629076493686899,-6.926125623000299,0.7105049828663416,3.2970491293134003,4.640430692002104,3.374709818645393,1.2657208733567105
