unix_time,host_available_bytes,cgroup_current_bytes,cgroup_anon_bytes,cgroup_file_bytes,cgroup_oom_events,cgroup_oom_kill_events,shm_used_bytes,disk_available_bytes,gpu0_used_mib,gpu0_total_mib,gpu0_util_pct,gpu0_mem_util_pct,gpu0_power_w,gpu1_used_mib,gpu1_total_mib,gpu1_util_pct,gpu1_mem_util_pct,gpu1_power_w,env_rss_kib,env_cpu_pct,actor_rss_kib,actor_cpu_pct,rollout_rss_kib,rollout_cpu_pct,driver_rss_kib,driver_cpu_pct,ray_rss_kib,ray_cpu_pct,matched_total_rss_kib,compute_process_count
1786166965,1.01222e+12,106401239040,41912090624,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,36.30,24200696.00,66.80,8266064.00,144.30,3208,0.0,1132556.00,14.80,46674828.00,4
1786166967,1.01033e+12,108289638400,43797225472,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.56,8267,81920,0,0,67.01,3879980.00,35.90,26003308.00,68.80,8266064.00,142.80,3208,0.0,1132524.00,14.80,48385580.00,4
1786166968,1.01017e+12,108445868032,43948707840,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,35.60,26034760.00,70.80,8266064.00,139.90,3208,0.0,1132440.00,14.70,48385500.00,4
1786166969,1.01017e+12,108450381824,43948752896,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.56,8267,81920,0,0,67.01,3879980.00,34.90,26034760.00,72.10,8266064.00,138.50,3208,0.0,1132368.00,14.70,48385428.00,4
1786166971,1.01017e+12,108442152960,43946622976,63666966528,0,0,155648,798512193536,8267,81920,0,0,67.89,8267,81920,0,0,67.01,3879980.00,34.60,26034760.00,74.00,8266064.00,137.10,3208,0.0,1132336.00,14.60,48385396.00,4
1786166972,1.01017e+12,108447707136,43948302336,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,34.30,26034760.00,76.00,8266064.00,135.70,3208,0.0,1133444.00,14.60,48386752.00,4
1786166973,1.01017e+12,108444413952,43948388352,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.56,8267,81920,0,0,67.01,3879980.00,33.60,26034760.00,77.00,8266064.00,133.10,3208,0.0,1133388.00,14.50,48386536.00,4
1786166975,1.01017e+12,108447092736,43949391872,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.56,8267,81920,0,0,67.01,3879980.00,33.30,26034760.00,78.80,8266064.00,131.80,3208,0.0,1133384.00,14.50,48386480.00,4
1786166976,1.01017e+12,108444082176,43947945984,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.56,8267,81920,0,0,67.01,3879980.00,33.00,26034760.00,80.60,8266064.00,130.60,3208,0.0,1133604.00,14.50,48386700.00,4
1786166977,1.01017e+12,108442177536,43947933696,63666950144,0,0,155648,798512209920,8267,81920,0,0,67.56,8267,81920,0,0,67.01,3879980.00,32.50,26034764.00,81.60,8266064.00,128.10,3208,0.0,1133228.00,14.40,48386340.00,4
1786166978,1.01017e+12,108447567872,43949297664,63666954240,0,0,155648,798512205824,8267,81920,0,0,67.56,8267,81920,0,0,67.01,3879980.00,32.10,26068360.00,83.30,8266064.00,126.90,3208,0.0,1132840.00,14.40,48481852.00,4
1786166980,1.00851e+12,110112751616,45617762304,63666954240,0,0,155648,798512205824,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,31.90,27880324.00,85.00,8266064.00,125.70,3208,0.0,1132768.00,14.40,50357648.00,4
1786166981,1.00661e+12,112007557120,47510269952,63666958336,0,0,155648,798512205824,8267,81920,0,0,67.23,8267,81920,0,0,67.29,3879980.00,31.30,29695324.00,85.80,8266064.00,123.50,3208,0.0,1132740.00,14.40,52170484.00,4
1786166982,1.00596e+12,112667672576,48162852864,63666958336,0,0,155648,798512205824,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,31.10,30149436.00,87.40,8266064.00,122.30,3208,0.0,1132868.00,14.30,52500644.00,4
1786166984,1.00596e+12,112664592384,48160694272,63666958336,0,0,155648,798512205824,8267,81920,0,0,67.56,8267,81920,0,0,67.01,3879980.00,30.90,30033064.00,89.00,8266064.00,121.30,3208,0.0,1133076.00,14.30,50476048.00,4
1786166985,1.00848e+12,110150803456,45655244800,63666978816,0,0,155648,798512205824,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,30.30,27914152.00,89.80,8266064.00,119.20,3208,0.0,1134724.00,14.20,50344852.00,4
1786166986,1.00692e+12,111714213888,47213305856,63666978816,0,0,155648,798512205824,8267,81920,0,0,67.23,8267,81920,0,0,67.01,3879980.00,30.10,29433040.00,91.20,8266064.00,118.20,3208,0.0,1135796.00,14.30,51933960.00,4
